Genes	Transcription Units	Pathways of gene	GO terms (biological process)	GO terms (cellular component)	GO terms (molecular function)	Names
G185E-5800	TU185E-5995	PWY-6629 // TRPSYN-PWY	GO:0040007 // GO:0009073 // GO:0008652 // GO:0006568 // GO:0000162	GO:0005737 // GO:0005829	GO:0016829 // GO:0004834	trpB // Rv1612
G185E-5799	TU185E-5995	PWY-6629 // TRPSYN-PWY	GO:0046391 // GO:0040007 // GO:0009073 // GO:0008652 // GO:0006568 // GO:0000162	GO:0005829 // GO:0005886 // GO:0005618	GO:0004640 // GO:0016831 // GO:0016829 // GO:0004425 // GO:0003824 // GO:0000287	trpC // Rv1611
G185E-6402	TU185E-7418	PWY-6629 // TRPSYN-PWY	GO:0040007 // GO:0009073 // GO:0008652 // GO:0000162	GO:0005829 // GO:0005886 // GO:0005576	GO:0000287 // GO:0046872 // GO:0016757 // GO:0016740 // GO:0004048	trpD // Rv2192c
G185E-5797	TU185E-5995	PWY-6629 // TRPSYN-PWY	GO:0040007 // GO:0009073 // GO:0009058 // GO:0008652 // GO:0000162	GO:0005950 // GO:0005829 // GO:0005886	GO:0046872 // GO:0016829 // GO:0004049 // GO:0000287	trpE // Rv1609
G185E-4126	TU185E-5163	PWY-6629 // TRPSYN-PWY	GO:0009073 // GO:0008652 // GO:0006541 // GO:0000162	GO:0005950 // GO:0005829 // GO:0005886	GO:0016829 // GO:0004049	trpG // pabA // Rv0013
G185E-7612	TU185E-6881	TRNA-CHARGING-PWY	GO:0040007 // GO:0006436 // GO:0006418 // GO:0006412	GO:0005829 // GO:0005886 // GO:0005737	GO:0016874 // GO:0005524 // GO:0004830 // GO:0004812 // GO:0000166	trpS // Rv3336c
G185E-4780	TU185E-5495	PWY0-1479 // TRNA-CHARGING-PWY				trpT
G185E-7732	TU185E-6948		GO:0040007 // GO:0031119 // GO:0009451 // GO:0008033 // GO:0001522	GO:0005618	GO:0106029 // GO:0016853 // GO:0009982 // GO:0003723	truA // Rv3455c
G185E-7042	TU185E-6624		GO:0031119 // GO:1990481 // GO:0009451 // GO:0008033 // GO:0006400 // GO:0006396 // GO:0001522	GO:0005739 // GO:0005829 // GO:0005618	GO:0106029 // GO:0016853 // GO:0009982 // GO:0003723	truB // Rv2793c
G185E-5653	TU185E-5930		GO:0045454	GO:0005829 // GO:0005886	GO:0015035	trxA // Rv1470
G185E-5654	TU185E-5930		GO:0045454 // GO:0034599 // GO:0006662	GO:0005737 // GO:0005829	GO:0016491 // GO:0047134 // GO:0004791 // GO:0016671 // GO:0015035	trxB1 // trxB // Rv1471
G185E-8211	TU185E-7185	THIOREDOX-PWY	GO:0045454 // GO:0040007 // GO:0019430 // GO:0001666	GO:0005829 // GO:0005737	GO:0070402 // GO:0050660 // GO:0016491 // GO:0015035 // GO:0005515 // GO:0004791	trxB2 // trxR // Rv3913
G185E-8212	TU185E-7185		GO:0022900 // GO:0045454 // GO:0034599 // GO:0006662	GO:0005737 // GO:0005886 // GO:0005829 // GO:0005618 // GO:0005576	GO:0016491 // GO:0047134 // GO:0004791 // GO:0080007 // GO:0016671 // GO:0015038 // GO:0015036 // GO:0015035 // GO:0009055	trxC // mpt46 // trx // trxA // Rv3914
G185E-7699	TU185E-6927	PWY0-1587	GO:0040007 // GO:0008033 // GO:0002949	GO:0005829 // GO:0005737	GO:0046872 // GO:0005524 // GO:0000166	tsaE // Rv3422c
G185E-7141	TU185E-6668		GO:0040007 // GO:0006414 // GO:0006412	GO:0005886 // GO:0005829 // GO:0005737 // GO:0005618	GO:0003746	tsf // Rv2889c
G185E-5834	TU185E-6011		GO:0032259 // GO:0006396 // GO:0001510	GO:0005737 // GO:0005829 // GO:0005886	GO:0016740 // GO:0008173 // GO:0008168 // GO:0003723	tsnR // Rv1644
G185E-4507	TU185E-5351		GO:0071767 // GO:0040007	GO:0016020 // GO:0016021 // GO:0005829 // GO:0005886 // GO:0005618		ttfA // Rv0383c
G185E-4828	TU185E-5519		GO:0040007 // GO:0010039 // GO:0006414 // GO:0006412 // GO:0001666	GO:0005576 // GO:0005886 // GO:0005829 // GO:0005737 // GO:0005618	GO:0035375 // GO:0005525 // GO:0005515 // GO:0003924 // GO:0003746 // GO:0000166	tuf // Rv0685
G185E-5334	TU185E-5781		GO:0042254 // GO:0000027 // GO:0006412 // GO:0006414	GO:0005737 // GO:1990904 // GO:0005829 // GO:0005886 // GO:0005618	GO:0019843 // GO:0000049 // GO:0016787 // GO:0000166 // GO:0003723 // GO:0043022 // GO:0005525 // GO:0003924 // GO:0003746	typA // bipA // Rv1165
G185E-8045	TU185E-7212	PWY-6630 // TYRSYN	GO:0009073 // GO:0008652 // GO:0006571		GO:0070403 // GO:0016491 // GO:0008977 // GO:0004665	tyrA // Rv3754
G185E-5879	TU185E-6030	TRNA-CHARGING-PWY	GO:0043039 // GO:0040007 // GO:0006437 // GO:0006418 // GO:0006412	GO:0005886 // GO:0005829 // GO:0005737 // GO:0005618	GO:0016874 // GO:0005524 // GO:0004831 // GO:0004812 // GO:0003723 // GO:0000166	tyrS // Rv1689
G185E-4700	TU185E-5455	PWY0-1479 // PWY-7236 // TRNA-CHARGING-PWY				tyrT
G185E-8102	TU185E-7134	PWY-6404 // PWY-6397	GO:0009247 // GO:0071555 // GO:0045227	GO:0005887 // GO:0016021 // GO:0016020 // GO:0005886	GO:0052636 // GO:0000287 // GO:0016765 // GO:0016740	ubiA // Rv3806c
G185E-4446	TU185E-5325	PWY-7346	GO:0006065 // GO:0000271	GO:0005829 // GO:0005886	GO:0016491 // GO:0051287 // GO:0016616 // GO:0003979	udgA // rkpK // Rv0322
G185E-5430	TU185E-5831		GO:0006974 // GO:0006281 // GO:0006284		GO:0051539 // GO:0046872 // GO:0016787 // GO:0051536 // GO:0033958 // GO:0004844	udgB // Rv1259
G185E-4572	TU185E-5382	PWY0-541 // PWY-6113 // PWYG-321	GO:0071555 // GO:0032259 // GO:0008610 // GO:0006633 // GO:0006629	GO:0005829	GO:0016740 // GO:0008168	ufaA1 // Rv0447c
G185E-7086	TU185E-6641		GO:0051701 // GO:0055085	GO:0005887 // GO:0016021 // GO:0016020 // GO:0005886		ugpA // Rv2835c
G185E-7084	TU185E-6641		GO:0040007	GO:0030288 // GO:0005886		ugpB // Rv2833c
G185E-7083	TU185E-6641		GO:0008643 // GO:0055085	GO:0055052 // GO:0005886	GO:0140359 // GO:0016887 // GO:0005524 // GO:0000166	ugpC // Rv2832c
G185E-7085	TU185E-6641		GO:0051701 // GO:0055085	GO:0016021 // GO:0016020 // GO:0005886		ugpE // Rv2834c
G185E-4596	TU185E-5398		GO:0071768 // GO:0032259 // GO:0008610 // GO:0006629	GO:0005829 // GO:0005886 // GO:0005737	GO:0016740 // GO:0008168	umaA // umaA1 // Rv0469
G185E-7231	TU185E-6708		GO:0097510 // GO:0006974 // GO:0006284 // GO:0006281	GO:0005739 // GO:0005634 // GO:0005829 // GO:0005737	GO:0016799 // GO:0016787 // GO:0004844	ung // Rv2976c
G185E-7583	TU185E-7270	PWY-7208 // PWY-7183	GO:0016310 // GO:0008655 // GO:0009116 // GO:0044206 // GO:0043097 // GO:0008152 // GO:0006223 // GO:0006206	GO:0005737 // GO:0005886 // GO:0005829	GO:0016301 // GO:0000287 // GO:0016757 // GO:0016740 // GO:0005525 // GO:0004849 // GO:0004845 // GO:0003824 // GO:0000166	upp // Rv3309c
G185E-6043	TU185E-6122	PWY-5704	GO:0043419 // GO:0019627	GO:0005829 // GO:0005737	GO:0016787 // GO:0016151 // GO:0009039	ureA // Rv1848
G185E-6044	TU185E-6122	PWY-5704	GO:0043419	GO:0035550 // GO:0005829 // GO:0005737	GO:0016787 // GO:0009039	ureB // Rv1849
G185E-6045	TU185E-6122	PWY-5704	GO:0019627 // GO:0043419 // GO:0040007 // GO:0006807	GO:0005829 // GO:0005737	GO:0046872 // GO:0016810 // GO:0016787 // GO:0016151 // GO:0009039	ureC // Rv1850
G185E-6048	TU185E-6122		GO:0006807		GO:0016151	ureD // Rv1853
G185E-6046	TU185E-6122		GO:0006807	GO:0005737	GO:0016151	ureF // Rv1851
G185E-6047	TU185E-6122		GO:0006807	GO:0005829 // GO:0005737	GO:0016151 // GO:0005525 // GO:0005515 // GO:0003924 // GO:0000166	ureG // Rv1852
G185E-7562	TU185E-6860			GO:0005886 // GO:0016021 // GO:0016020		usfY // Rv3288c
G185E-6540	TU185E-6368		GO:0051701 // GO:0055085	GO:0005887 // GO:0016021 // GO:0016020 // GO:0005886		uspA // Rv2316
G185E-6541	TU185E-6368		GO:0051701 // GO:0055085	GO:0005886 // GO:0016021 // GO:0016020		uspB // Rv2317
G185E-6542	TU185E-6368			GO:0005886		uspC // Rv2318
G185E-5827	TU185E-7492		GO:0090305 // GO:0060543 // GO:0009432 // GO:0006974 // GO:0006289 // GO:0006281	GO:0009380 // GO:0005886 // GO:0005829 // GO:0005737 // GO:0005618	GO:0008270 // GO:0046872 // GO:0016887 // GO:0009381 // GO:0005524 // GO:0005515 // GO:0004518 // GO:0003677 // GO:0000166	uvrA // Rv1638
G185E-5822	TU185E-6006		GO:0052559 // GO:0090305 // GO:0051409 // GO:0009432 // GO:0006974 // GO:0006289 // GO:0006281	GO:0009380 // GO:0005829 // GO:0005886 // GO:0005737	GO:0016887 // GO:0016787 // GO:0009381 // GO:0005524 // GO:0004518 // GO:0003677 // GO:0000166	uvrB // Rv1633
G185E-5603	TU185E-5913		GO:0006289 // GO:0090305 // GO:0040007 // GO:0009432 // GO:0006974 // GO:0006281	GO:0005829 // GO:0009380 // GO:0005886 // GO:0005737 // GO:0005618	GO:0009381 // GO:0004518 // GO:0003677	uvrC // Rv1420
G185E-5104	TU185E-7588		GO:0000725 // GO:0060543 // GO:0040007 // GO:0009650 // GO:0006974 // GO:0006302 // GO:0006281 // GO:0006268	GO:0005829 // GO:0033202 // GO:0005886 // GO:0005737 // GO:0005618	GO:0043138 // GO:0003678 // GO:0032564 // GO:0016887 // GO:0016787 // GO:0008094 // GO:0005524 // GO:0005515 // GO:0004386 // GO:0003677 // GO:0000287 // GO:0000166	uvrD1 // uvrD // Rv0949
G185E-7467	TU185E-6813		GO:0000725 // GO:0044237 // GO:0040007 // GO:0032508 // GO:0006974 // GO:0006281	GO:0033202 // GO:0005829	GO:0016887 // GO:0043138 // GO:0016787 // GO:0008094 // GO:0005524 // GO:0004386 // GO:0003678 // GO:0003677 // GO:0003676 // GO:0000287 // GO:0000166	uvrD2 // Rv3198c
G185E-6680	TU185E-6442	TRNA-CHARGING-PWY	GO:0106074 // GO:0040007 // GO:0006438 // GO:0006418 // GO:0006412	GO:0005886 // GO:0005829 // GO:0005737 // GO:0005618	GO:0016874 // GO:0005524 // GO:0004832 // GO:0004812 // GO:0002161 // GO:0000166	valS // Rv2448c
G185E-6889	TU185E-6545	PWY0-1479 // TRNA-CHARGING-PWY				valT
G185E-6892	TU185E-6546	PWY0-1479 // TRNA-CHARGING-PWY				valU
G185E-6452	TU185E-6315	PWY0-1479 // TRNA-CHARGING-PWY				valV
G185E-4179	TU185E-5194		GO:0006355			vapB1 // Rv0064A
G185E-5581	TU185E-5903		GO:0006355	GO:0005886		vapB10 // Rv1398c
G185E-5748	TU185E-5975		GO:0098754 // GO:0075136 // GO:0045927 // GO:0045727		GO:0097351 // GO:0005515	vapB11 // Rv1560
G185E-5914	TU185E-6042		GO:0006355			vapB12 // Rv1721c
G185E-6034	TU185E-6117			GO:0005829		vapB13 // Rv1839c
G185E-6149	TU185E-6169		GO:0006355			vapB14 // Rv1952
G185E-6211	TU185E-6204		GO:0045927 // GO:0001666		GO:0046872	vapB15 // Rv2009
G185E-6445	TU185E-6313					vapB16 // Rv2231B
G185E-6764	TU185E-6485					vapB17 // Rv2526
G185E-6784	TU185E-6491					vapB18 // Rv2545
G185E-6786	TU185E-6492		GO:0045927 // GO:0006355			vapB19 // Rv2547
G185E-4423	TU185E-5310		GO:0060701 // GO:0045727 // GO:0006355			vapB2 // Rv0300
G185E-6790	TU185E-6494		GO:0098754 // GO:0045927 // GO:0006355		GO:0097351 // GO:0005515 // GO:0003677	vapB20 // Rv2550c
G185E-7007	TU185E-6605		GO:0045927			vapB21 // Rv2758c
G185E-7081	TU185E-6640		GO:0045727 // GO:0040007		GO:0097351	vapB22 // Rv2830c
G185E-7114	TU185E-6655					vapB23 // Rv2862A
G185E-4360	TU185E-5282					vapB24 // Rv0239
G185E-4715	TU185E-5464		GO:0045927 // GO:0006355			vapB26 // Rv0581
G185E-4734	TU185E-5468				GO:0005515 // GO:0003677	vapB27 // Rv0599c
G185E-4743	TU185E-5476		GO:0045927			vapB28 // Rv0608
G185E-4754	TU185E-5481		GO:0006355			vapB29 // Rv0616A
G185E-4683	TU185E-5444		GO:0075136 // GO:0045926			vapB3 // Rv0550c
G185E-4761	TU185E-5485		GO:0045927			vapB30 // Rv0623
G185E-4893	TU185E-5552		GO:0045927 // GO:0006355			vapB31 // Rv0748
G185E-5278	TU185E-5759		GO:0045927	GO:0005576		vapB32 // Rv1113
G185E-5412	TU185E-5821		GO:0045927			vapB33 // Rv1241
G185E-5935	TU185E-6052					vapB34 // Rv1740
G185E-6161	TU185E-6175		GO:0045927		GO:0097351	vapB35 // Rv1962A
G185E-6182	TU185E-6182					vapB36 // Rv1982A
G185E-6310	TU185E-6246					vapB37 // Rv2104c
G185E-6729	TU185E-6470					vapB38 // Rv2493
G185E-6769	TU185E-6486		GO:0045927			vapB39 // Rv2530A
G185E-4731	TU185E-5466		GO:0098754 // GO:0045927		GO:0097351 // GO:0005515	vapB4 // Rv0596c
G185E-6837	TU185E-6516				GO:0005515 // GO:0003677	vapB40 // Rv2595
G185E-6844	TU185E-6519		GO:0045927 // GO:0006355			vapB41 // Rv2601A
G185E-7009	TU185E-6605					vapB42 // Rv2760c
G185E-7123	TU185E-6659		GO:0045927 // GO:0006355	GO:0005886		vapB43 // Rv2871
G185E-7596	TU185E-6874		GO:0052572			vapB44 // Rv3321c
G185E-7661	TU185E-6909		GO:0045927		GO:0097351	vapB46 // Rv3385c
G185E-7684	TU185E-6921		GO:0045927	GO:0005829	GO:0097351	vapB47 // Rv3407
G185E-7983	TU185E-7071					vapB48 // Rv3697A
G185E-7446	TU185E-6802			GO:0005886	GO:0097351	vapB49 // Rv3181c
G185E-4764	TU185E-5486		GO:0045927		GO:0097351 // GO:0015643	vapB5 // Rv0626
G185E-4800	TU185E-5505					vapB6 // Rv0657c
G185E-4805	TU185E-5508			GO:0005886		vapB7 // Rv0662c
G185E-4807	TU185E-5509					vapB8 // Rv0664
G185E-5115	TU185E-5662		GO:0006355			vapB9 // Rv0959A
G185E-4180	TU185E-5194		GO:0090501 // GO:0090305		GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC1 // Rv0065
G185E-5580	TU185E-5903		GO:0090501 // GO:0090305	GO:0005886	GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC10 // Rv1397c
G185E-5749	TU185E-5975		GO:0044003 // GO:0090501 // GO:0090305 // GO:0075136 // GO:0045926 // GO:0017148	GO:0005829	GO:0000287 // GO:0046872 // GO:0016787 // GO:0005515 // GO:0004540 // GO:0004518	vapC11 // Rv1561
G185E-5913	TU185E-6042		GO:0090501 // GO:0090305		GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC12 // Rv1720c
G185E-6033	TU185E-6117		GO:0090501 // GO:0090305	GO:0005829 // GO:0005576	GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC13 // Rv1838c
G185E-6150	TU185E-6169		GO:0090305		GO:0046872 // GO:0016787 // GO:0004518	vapC14 // Rv1953
G185E-6212	TU185E-6204		GO:0090501 // GO:0090305 // GO:0045926 // GO:0001666		GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC15 // Rv2010
G185E-6444	TU185E-6312		GO:0090501 // GO:0090305		GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC16 // Rv2231A
G185E-6765	TU185E-6485		GO:0090501 // GO:0090305		GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC17 // Rv2527
G185E-6785	TU185E-6492		GO:0090501 // GO:0090305		GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC18 // Rv2546
G185E-6787	TU185E-6492		GO:0090501 // GO:0090305 // GO:0045926 // GO:0051701	GO:0005829 // GO:0005576	GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC19 // Rv2548
G185E-4424	TU185E-5310		GO:0090501 // GO:0090305 // GO:0017148	GO:0005829	GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC2 // Rv0301
G185E-6789	TU185E-6494		GO:0044003 // GO:0090502 // GO:0090501 // GO:0090305 // GO:0045926 // GO:0016075		GO:0000287 // GO:0046872 // GO:0016787 // GO:0005515 // GO:0004540 // GO:0004521 // GO:0004519 // GO:0004518	vapC20 // Rv2549c
G185E-7006	TU185E-6605		GO:0090501 // GO:0090305 // GO:0045926	GO:0005829	GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC21 // Rv2757c
G185E-7080	TU185E-6640		GO:0090501 // GO:0090305 // GO:0017148	GO:0005886 // GO:0005576	GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC22 // Rv2829c
G185E-7115	TU185E-6655		GO:0090501 // GO:0090305	GO:0005829	GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC23 // Rv2863
G185E-4361	TU185E-5282		GO:0090501 // GO:0090305	GO:0005886	GO:0000287 // GO:0046872 // GO:0016788 // GO:0016787 // GO:0004540 // GO:0004518	vapC24 // Rv0240
G185E-4399	TU185E-5301		GO:0090501 // GO:0090305 // GO:0045926		GO:0000287 // GO:0046872 // GO:0016788 // GO:0016787 // GO:0004540 // GO:0004518	vapC25 // Rv0277c
G185E-4716	TU185E-5464		GO:0090501 // GO:0090305 // GO:0045926		GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC26 // Rv0582
G185E-4733	TU185E-5468		GO:0090501 // GO:0090305	GO:0005576	GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC27 // Rv0598c
G185E-4744	TU185E-5476		GO:0090501 // GO:0090305 // GO:0045926	GO:0005829	GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC28 // Rv0609
G185E-4755	TU185E-5481		GO:0090501 // GO:0090305		GO:0000287 // GO:0046872 // GO:0016788 // GO:0016787 // GO:0004540 // GO:0004518	vapC29 // Rv0617
G185E-4682	TU185E-5444		GO:0090501 // GO:0090305 // GO:0075136 // GO:0045927		GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC3 // Rv0549c
G185E-4762	TU185E-5485		GO:0090501 // GO:0090305 // GO:0045926	GO:0005829	GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC30 // Rv0624
G185E-4894	TU185E-5552		GO:0090501 // GO:0090305 // GO:0045926		GO:0000287 // GO:0046872 // GO:0016788 // GO:0016787 // GO:0004540 // GO:0004518	vapC31 // Rv0749
G185E-5279	TU185E-5759		GO:0090501 // GO:0090305 // GO:0045926		GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC32 // Rv1114
G185E-5413	TU185E-5821		GO:0090501 // GO:0090305 // GO:0045926	GO:0005886	GO:0000287 // GO:0046872 // GO:0016788 // GO:0016787 // GO:0004540 // GO:0004518	vapC33 // Rv1242
G185E-5936	TU185E-6052		GO:0090305		GO:0046872 // GO:0016787 // GO:0004518	vapC34 // Rv1741
G185E-6160	TU185E-6175		GO:0090501 // GO:0090305 // GO:0045926		GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC35 // Rv1962c
G185E-6181	TU185E-6182		GO:0090501 // GO:0090305		GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC36 // Rv1982c
G185E-6309	TU185E-6246		GO:0090501 // GO:0090305	GO:0005576	GO:0000287 // GO:0046872 // GO:0016788 // GO:0016787 // GO:0004540 // GO:0004518	vapC37 // Rv2103c
G185E-6730	TU185E-6470		GO:0090501 // GO:0090305	GO:0005576	GO:0000287 // GO:0046872 // GO:0016788 // GO:0016787 // GO:0004540 // GO:0004518	vapC38 // Rv2494
G185E-6768	TU185E-6486		GO:0090501 // GO:0090305 // GO:0045926	GO:0005576	GO:0000287 // GO:0046872 // GO:0016788 // GO:0016787 // GO:0004540 // GO:0004518	vapC39 // Rv2530c
G185E-4730	TU185E-5466		GO:0044003 // GO:0090501 // GO:0090305 // GO:0045926	GO:0005576	GO:0097351 // GO:0000287 // GO:0046872 // GO:0016787 // GO:0005515 // GO:0004540 // GO:0004518 // GO:0003723	vapC4 // Rv0595c
G185E-6838	TU185E-6516		GO:0090501 // GO:0090305		GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC40 // Rv2596
G185E-6845	TU185E-6519		GO:0090501 // GO:0090305 // GO:0045926	GO:0005576	GO:0000287 // GO:0046872 // GO:0016788 // GO:0016787 // GO:0004540 // GO:0004518	vapC41 // Rv2602
G185E-7008	TU185E-6605		GO:0090501 // GO:0090305	GO:0005829	GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC42 // Rv2759c
G185E-7124	TU185E-6659		GO:0090501 // GO:0090305 // GO:0045926		GO:0000287 // GO:0046872 // GO:0016788 // GO:0016787 // GO:0004540 // GO:0004518	vapC43 // Rv2872
G185E-7595	TU185E-6874		GO:0090501 // GO:0090305	GO:0005576	GO:0000287 // GO:0046872 // GO:0016788 // GO:0016787 // GO:0004540 // GO:0004518	vapC44 // Rv3320c
G185E-7660	TU185E-6909		GO:0090501 // GO:0090305 // GO:0045926	GO:0005829 // GO:0005886	GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC46 // Rv3384c
G185E-7685	TU185E-6921		GO:0090501 // GO:0090305 // GO:0045926 // GO:0017148		GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC47 // Rv3408
G185E-7982	TU185E-7071		GO:0090501 // GO:0090305	GO:0005829	GO:0000287 // GO:0046872 // GO:0016788 // GO:0016787 // GO:0004540 // GO:0004518	vapC48 // Rv3697c
G185E-4765	TU185E-5486		GO:0090502 // GO:0090501 // GO:0090305 // GO:0040007	GO:0005576	GO:0046872 // GO:0016787 // GO:0004540 // GO:0004521 // GO:0004518 // GO:0000287	vapC5 // Rv0627
G185E-8039	TU185E-7107		GO:0090305		GO:0016787 // GO:0004518	vapC50 // Rv3749c
G185E-4799	TU185E-5504		GO:0090501 // GO:0090305	GO:0005829	GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC6 // Rv0656c
G185E-4804	TU185E-5508		GO:0090501 // GO:0090305		GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC7 // Rv0661c
G185E-4808	TU185E-5509		GO:0090305		GO:0046872 // GO:0016787 // GO:0004518	vapC8 // Rv0665
G185E-5116	TU185E-5662		GO:0090501 // GO:0090305		GO:0000287 // GO:0046872 // GO:0016787 // GO:0004540 // GO:0004518	vapC9 // Rv0960
G185E-7344	TU185E-7304		GO:0019243 // GO:0071468 // GO:0045893 // GO:0006355	GO:0005829	GO:0000976 // GO:0019172 // GO:0043565 // GO:0003700 // GO:0003677	virS // Rv3082c
G185E-7147	TU185E-6670		GO:0071281 // GO:0033212 // GO:0015891 // GO:0010106	GO:0005829 // GO:0005886	GO:0071949 // GO:0052851 // GO:0016491	viuB // Rv2895c
G185E-5954	TU185E-7480			GO:0005886 // GO:0005576	GO:0005515	wag22 // Rv1759c
G185E-6353	TU185E-6268		GO:0040009 // GO:0051301 // GO:0050821 // GO:0040007 // GO:0009273 // GO:0008360 // GO:0007049	GO:0005829 // GO:0060187 // GO:0005886 // GO:0005737 // GO:0005618	GO:0005515	wag31 // ag84 // Rv2145c
G185E-7539	TU185E-6850	PWY-6404 // PWY-6397	GO:0045226 // GO:0040007	GO:0005886	GO:0102096 // GO:0016758 // GO:0016757 // GO:0016740	wbbL1 // wbbL // Rv3265c
G185E-5713	TU185E-5957			GO:0005829		wbbL2 // Rv1525
G185E-5476	TU185E-5856	PWY-6404 // PWY-6397	GO:0009103 // GO:0044038 // GO:0071555 // GO:0045227	GO:0005887 // GO:0016021 // GO:0016020 // GO:0005886	GO:0030145 // GO:0000287 // GO:0016780 // GO:0016757 // GO:0016740 // GO:0008963	wecA // rfe // Rv1302
G185E-5606	TU185E-5913		GO:0051301 // GO:0007049 // GO:0043937	GO:0005829 // GO:0005886 // GO:0005618	GO:0003677	whiA // Rv1423
G185E-7490	TU185E-6823		GO:0045454 // GO:0071731 // GO:0045892 // GO:0006355	GO:0005737	GO:0035731 // GO:0051539 // GO:0051536 // GO:0047134 // GO:0046872 // GO:0015035 // GO:0005515 // GO:0003677	whiB1 // whmE // Rv3219
G185E-7534	TU185E-7275		GO:0045892 // GO:0045454 // GO:0006355	GO:0005737	GO:0047134 // GO:0035731 // GO:0015035 // GO:0051539 // GO:0051536 // GO:0046872 // GO:0003677	whiB2 // whmD // Rv3260c
G185E-7693	TU185E-7255		GO:0045892 // GO:0090034 // GO:0080134 // GO:0071766 // GO:0045454 // GO:0019217 // GO:0019216 // GO:0006355	GO:0005829 // GO:0005737 // GO:0005618	GO:0047134 // GO:0035731 // GO:0051539 // GO:0051536 // GO:0046872 // GO:0015035 // GO:0005515 // GO:0003677	whiB3 // whmB // Rv3416
G185E-7965	TU185E-7222		GO:0045892 // GO:0045454 // GO:0090034 // GO:0006355	GO:0005737 // GO:0005618	GO:0035731 // GO:0015035 // GO:0051539 // GO:0051536 // GO:0047134 // GO:0046872 // GO:0005515 // GO:0003677	whiB4 // whmA // Rv3681c
G185E-4136	TU185E-5168		GO:0006355	GO:0005737 // GO:0005618	GO:0035731 // GO:0051539 // GO:0051536 // GO:0046872 // GO:0003677	whiB5 // whmG // Rv0022c
G185E-8160	TU185E-7191		GO:0006355	GO:0005737	GO:0035731 // GO:0051539 // GO:0051536 // GO:0046872 // GO:0003677	whiB6 // whmF // Rv3862c
G185E-7466	TU185E-6812		GO:0045892 // GO:0045454 // GO:0070542 // GO:0046677 // GO:0006355	GO:0005737	GO:0047134 // GO:0035731 // GO:0015035 // GO:0051539 // GO:0051536 // GO:0046872 // GO:0003677	whiB7 // whmC // Rv3197A
G185E-7146	TU185E-6669		GO:0006313 // GO:0051301 // GO:0015074 // GO:0007059 // GO:0007049 // GO:0006310	GO:0005886 // GO:0005737	GO:0009037 // GO:0003677	xerC // Rv2894c
G185E-5273	TU185E-5757		GO:0090305 // GO:0006308	GO:0005829 // GO:0009318 // GO:0005737 // GO:0005618	GO:0016787 // GO:0008855 // GO:0004527 // GO:0004518 // GO:0003676	xseA // Rv1108c
