sample	tb_profiler_strain	mixed_strain
ERR114426	lineage4.1.2.1	no
ERR114427	lineage1.1.2	no
ERR114428	lineage1.1.3	no
ERR114429	lineage3.1.2.1	no
ERR114430	lineage3	no
ERR114431	lineage4.4.1.1	no
ERR114432	lineage3	no
ERR114433	lineage3	no
ERR114434	lineage4.3.3	no
ERR114435	lineage3.1.2	no
ERR114436	lineage2.2.1	no
ERR114437	lineage1.1.2	no
ERR114438	lineage4.1.2.1	no
ERR114439	lineage1.1.2	no
ERR114440	lineage3	no
ERR114441	lineage3.1.1	no
ERR114442	lineage3.1.2.2	no
ERR114443	lineage3.1.1	no
ERR114444	lineage3	no
ERR114445	lineage3	no
ERR114446	lineage1.1.2	no
ERR114447	lineage4.8.2	no
ERR114448	lineage3	no
ERR114449	lineage4.1.2.1	no
ERR114450	lineage4.6.2.2	no
ERR114451	lineage4.6.2.2	no
ERR114452	lineage1.2.2.2	no
ERR114453	lineage3.1.1	no
ERR114454	lineage3	no
ERR114455	lineage3	no
ERR114456	lineage4.8	no
ERR114457	lineage2.2.1	no
ERR114458	lineage4.9	no
ERR114459	lineage4.1.1.3.1	no
ERR114460	lineage3	no
ERR114461	lineage4.7	no
ERR114462	lineage1.1.2	no
ERR114463	lineage1.1.2	no
ERR114464	lineage4.8.2	no
ERR114465	lineage4.8.2;lineage3.1.3	yes
ERR114466	lineage3.1.3;lineage3.1.1	yes
ERR114467	lineage3	no
ERR114468	lineage1.1.2	no
ERR114469	lineage4.2.2.2	no
ERR114470	lineage3.1.1	no
ERR114471	lineage3.1.2	no
ERR114472	lineage3	no
ERR114473	lineage3	no
ERR114474	lineage2.2.1	no
ERR114475	lineage3	no
ERR114476	lineage3.1	no
ERR114477	lineage4.1.1.1	no
ERR114478	lineage4.2.2.2	no
ERR114479	lineage4.1.1	no
ERR114480	lineage3.1.1	no
ERR114481	lineage3	no
ERR114482	lineage3	no
ERR114483	lineage3.1.2.1	no
ERR114484	lineage4.1.1.1	no
ERR114485	lineage2.2.1	no
ERR114486	lineage3.1.2	no
ERR114487	lineage4.1.1.3	no
ERR114488	lineage2.2.1	no
ERR114489	lineage3	no
ERR114490	lineage3	no
ERR114491	lineage4.2.2	no
ERR114492	lineage4.2.2.2	no
ERR114493	lineage3	no
ERR114494	lineage3.1.2.1	no
ERR114495	lineage4.2.2.2	no
ERR114496	lineage4.1.2.1	no
ERR114497	lineage4.1.1.1	no
ERR114498	lineage4.5	no
ERR114499	lineage3	no
ERR114500	lineage3	no
ERR114501	lineage4.2.2.2	no
ERR114502	lineage3.1.2	no
ERR114503	lineage3.1.3	no
ERR114504	lineage3	no
ERR114505	lineage1.2.2.2	no
ERR114506	lineage3.1.2	no
ERR114507	lineage4.3.4.2	no
ERR114508	lineage3	no
ERR114509	lineage3	no
ERR114510	lineage3	no
ERR114511	lineage3	no
ERR114512	lineage3	no
ERR114513	lineage3	no
ERR114514	lineage2.2.1	no
ERR114515	lineage3.1.1	no
ERR114516	lineage4.5	no
ERR117615	lineage4.3.3	no
ERR117616	lineage1.2.2.2	no
ERR117617	lineage1.1.3.1	no
ERR117618	lineage1.1.1	no
ERR117619	lineage4.6.2.2	no
ERR117620	lineage4.3.4.2.1	no
ERR117621	lineage3.1.2.1	no
ERR117622	lineage3	no
ERR117623	lineage4.5	no
ERR117624	lineage4.6.2.2	no
ERR117625	lineage3	no
ERR117626	lineage4.2.2.2	no
ERR117627	lineage1.1.3.2	no
ERR117628	lineage1.2.2.2	no
ERR117629	lineage4.1.2.1	no
ERR117630	lineage4;lineage1.2.1.1	yes
ERR117631	lineage4.8	no
ERR117632	lineage3	no
ERR117633	lineage4.2.2.2	no
ERR117634	lineage2.2.1	no
ERR117635	lineage4.1.1.3.1	no
ERR117636	lineage4;lineage3.1.2.1	yes
ERR117637	lineage3	no
ERR117638	lineage4.1.2	no
ERR117639	lineage3;lineage1.2.2.2	yes
ERR117640	lineage3	no
ERR117641	lineage1.1.3.1	no
ERR117642	lineage4.1.1.3	no
ERR117643	lineage3.1.3	no
ERR117644	lineage4.3.4.2.1	no
ERR117645	lineage4.2.2.2	no
ERR117646	lineage1.1.2	no
ERR117647	lineage4.8	no
ERR117648	lineage3.1.2.1	no
ERR117649	lineage3	no
ERR117650	lineage4.8.1	no
ERR117651	lineage1.1.2	no
ERR117652	lineage1.2.1.2.1	no
ERR117653	lineage4.8	no
ERR117654	lineage1.1.2	no
ERR117655	lineage1.1.2	no
ERR117656	lineage4.1.2.1	no
ERR117657	lineage2.2.1	no
ERR117658	lineage3	no
ERR117659	lineage3	no
ERR117660	lineage3;lineage2.2.1	yes
ERR117661	lineage3	no
ERR117662	lineage4.8.1	no
ERR117663	lineage2.2.1	no
ERR117664	lineage3	no
ERR117665	lineage3	no
ERR117666	lineage1.2.2.2	no
ERR117667	lineage1.2.2.2	no
ERR117668	lineage4.1.1.3.1	no
ERR117669	lineage3	no
ERR117670	lineage4.6.1	no
ERR117671	lineage3.1.2	no
ERR117672	lineage3	no
ERR117673	lineage3	no
ERR117674	lineage3	no
ERR117675	lineage1.1.2	no
ERR117676	lineage4.1.1.3.1	no
ERR117677	lineage3	no
ERR117678	lineage1.2.2.1	no
ERR117679	lineage1.1.3.1	no
ERR117680	lineage1.1.2	no
ERR117681	lineage4.1.2.1	no
ERR117682	lineage4.1.1.3	no
ERR117683	lineage3.1	no
ERR117684	lineage3	no
ERR117685	lineage3	no
ERR117686	lineage4.6.2.2	no
ERR117687	lineage2.2.2	no
ERR117688	lineage4.1.1.3.1	no
ERR117689	lineage4.1.1.3.1	no
ERR117690	lineage4.8.2	no
ERR117691	lineage4.6.2.2	no
ERR117692	lineage4.5	no
ERR117693	lineage4.1.1.1	no
ERR117694	lineage1.1.1	no
ERR117695	lineage2.2.1	no
ERR117696	lineage3.1.2.1	no
ERR117697	lineage3.1.2.1	no
ERR117698	NA	NA
ERR117699	lineage1.1.2	no
ERR117700	lineage4.1.2.1	no
ERR117701	lineage4.1.2.1	no
ERR117702	lineage4.1.2.1	no
ERR117703	lineage1.1.2	no
ERR117704	lineage1.2.2.2	no
ERR117705	lineage4.1.1.3.1	no
ERR117706	lineage1.2.1.1	no
ERR117707	lineage2.2.1	no
ERR117708	lineage3	no
ERR117709	lineage3	no
ERR117710	lineage4.1.1.3;lineage1.2.2.2	yes
ERR117711	lineage3	no
ERR117712	lineage3.1.3	no
ERR117713	lineage3.1.3	no
ERR117714	lineage3.1.1	no
ERR117715	lineage3	no
ERR117716	lineage2.2.1	no
ERR117717	lineage3.1.3	no
ERR117718	lineage3	no
ERR117719	lineage1.2.2.2	no
ERR117720	lineage3	no
ERR117721	lineage3	no
ERR117722	lineage2.2.1	no
ERR117723	lineage4.3.4.2.1	no
ERR117724	lineage3.1.1	no
ERR117725	lineage3	no
ERR117726	lineage4.1.1.3.1	no
ERR117727	lineage3	no
ERR117728	lineage4.2.2.2	no
ERR117729	lineage3	no
ERR117730	lineage4.3.4.2	no
ERR117731	lineage4.4.1.1	no
ERR117732	lineage4.1.1.3.1	no
ERR117733	lineage3.1.1	no
ERR117734	lineage3	no
ERR117735	lineage2.2.1	no
ERR117736	lineage4.1.1.1	no
ERR117737	lineage2.2.1	no
ERR1203055	lineage5.1.1	no
ERR1215476	lineage5.1.4	no
ERR123904	lineage4.1.2.1	no
ERR123905	lineage4.9	no
ERR123906	lineage1.2.2.2	no
ERR123907	lineage1.2.1.2.1	no
ERR123908	lineage1.2.2.2	no
ERR123909	lineage3	no
ERR123910	lineage3.1.2	no
ERR123911	lineage4.3.4.2	no
ERR123912	lineage3	no
ERR123913	lineage3.1.2.1	no
ERR123914	lineage3	no
ERR123915	lineage4.6.2.2	no
ERR123916	lineage4.1.2.1	no
ERR123917	lineage1.2.1.2.1	no
ERR123918	lineage4.5	no
ERR123919	lineage4.8	no
ERR123920	lineage4.8.2	no
ERR123921	lineage1.1.3	no
ERR123922	lineage3	no
ERR123923	lineage4.1.2.1	no
ERR123924	lineage4.1.2.1	no
ERR123925	lineage2.2.1	no
ERR123926	lineage4.6.1.2	no
ERR123927	lineage4.6.1.2	no
ERR123928	lineage3	no
ERR123929	lineage4.1.2.1	no
ERR123930	lineage1.1.3	no
ERR123931	lineage4.5	no
ERR123932	lineage1.1.2	no
ERR123933	lineage1.1.3.1	no
ERR123934	lineage1.1.2	no
ERR123935	lineage1.1.2	no
ERR123936	lineage3.1.3	no
ERR123937	lineage3	no
ERR123938	lineage1.2.2.2	no
ERR123939	lineage3	no
ERR123940	lineage1.1.3.1	no
ERR123941	lineage4.5	no
ERR123942	lineage4.1.2	no
ERR123943	lineage1.1.3.1	no
ERR123944	lineage4.1	no
ERR123945	lineage4.8	no
ERR123946	lineage2.2.1	no
ERR123947	lineage5.1.2	no
ERR123948	lineage5.1.2;lineage4.1.1.3	yes
ERR123949	lineage4.1.1.3;lineage1.1.2	yes
ERR123950	lineage3	no
ERR123951	lineage4.6.1.2	no
ERR124634	lineage4.3.4.2.1	no
ERR124635	lineage4.3.4.2.1	no
ERR124636	lineage2.1	no
ERR124637	lineage4.3.4.2.1	no
ERR124638	lineage4.3.4.1	no
ERR124639	lineage4.3.4.2.1	no
ERR124640	lineage1.1.3.2	no
ERR124641	lineage4.1.1.3	no
ERR124642	NA	NA
ERR124643	lineage4.3.4.2.1	no
ERR124644	lineage4.3.4.2.1	no
ERR124645	lineage3.1.1	no
ERR124646	lineage3.1.1	no
ERR124647	lineage4.3.4.2.1	no
ERR124648	lineage4.3.4.2.1	no
ERR124649	lineage4.3.4.2.1	no
ERR124650	lineage4.3.4.2.1	no
ERR124651	NA	NA
ERR124652	NA	NA
ERR126597	lineage4.4.1.2	no
ERR126598	lineage3.1.1	no
ERR126599	lineage4.6.1.1	no
ERR126600	NA	NA
ERR126601	lineage4.6.1.2	no
ERR126602	lineage1.1.2	no
ERR126603	lineage4.3.3	no
ERR126604	lineage3.1.1	no
ERR126605	lineage1.2.2.2	no
ERR126606	lineage2.2.1	no
ERR126607	lineage1.2.2.1	no
ERR126608	NA	NA
ERR126609	lineage4.3.4.2.1	no
ERR126610	lineage4.9.1	no
ERR126611	lineage4.9.1	no
ERR126612	lineage4.1.2	no
ERR126613	lineage4.3.4.2.1	no
ERR126614	lineage4.3.4.2.1	no
ERR126615	lineage4.3.4.2.1	no
ERR126616	lineage3.1.1	no
ERR126617	lineage3.1.1	no
ERR126618	lineage4.9	no
ERR126619	lineage4.1.1.3	no
ERR126620	lineage3.1.1	no
ERR126621	lineage1.1.3.1	no
ERR126622	lineage4.3.4.2.1	no
ERR126623	lineage4.3.4.2.1	no
ERR126624	lineage4.3.4.2.1	no
ERR126625	lineage4.3.4.1	no
ERR126626	lineage4.3.4.2.1	no
ERR126627	lineage4.3.4.2.1	no
ERR126628	lineage4.3.4.2	no
ERR126629	lineage4.3.4.2	no
ERR126630	lineage4.3.4.2.1	no
ERR126631	lineage1.1.3.2	no
ERR126632	lineage4.1.1.3	no
ERR126633	lineage3	no
ERR126634	lineage4.3.4.1	no
ERR126635	lineage4.9.1	no
ERR126636	lineage1.2.2.1	no
ERR126637	lineage4.3.4.2.1	no
ERR126638	lineage4.1.2.1	no
ERR126639	lineage1.1.2	no
ERR126640	lineage3.1.1	no
ERR126641	lineage4.1.1.3;lineage3.1.1	yes
ERR126642	lineage4.1.1.3	no
ERR126643	lineage4.1.1.3	no
ERR126644	lineage3.1.1	no
ERR161012	lineage4.3.4.2.1	no
ERR161013	lineage4.3.4.2.1	no
ERR161014	lineage4.3.4.2.1	no
ERR161015	lineage4.3.4.2.1	no
ERR161016	lineage4.3.4.2.1	no
ERR161017	lineage4.3.4.2.1	no
ERR161018	lineage4.3.4.2.1	no
ERR161019	lineage4	no
ERR161020	lineage4.3.4.2.1	no
ERR161021	lineage4.3.4.2.1	no
ERR161022	lineage4.3.4.2.1	no
ERR161023	lineage4.3.4.2.1	no
ERR161024	lineage4.3.4.2.1	no
ERR161025	lineage4.3.4.2.1	no
ERR161026	lineage4.3.4.2.1;lineage1.1.3.2	yes
ERR161027	lineage4.3.4.2.1	no
ERR161028	lineage4.1.2	no
ERR161029	lineage4.3.4.2.1	no
ERR161030	lineage4.3.4.1	no
ERR161031	lineage1.1.3.2	no
ERR161032	lineage4.3.4.2.1	no
ERR161033	NA	NA
ERR161034	lineage4.3.4	no
ERR161035	lineage4.3.4.2.1	no
ERR161036	lineage4.1.1.1	no
ERR161037	NA	NA
ERR161038	lineage4.3.4.2.1	no
ERR161039	lineage4.3.4	no
ERR161040	lineage3.1.1	no
ERR161041	lineage4.3.4.2.1	no
ERR161042	lineage4.9.1	no
ERR161043	lineage4.3.4.2.1	no
ERR161044	NA	NA
ERR161045	lineage4.3.4.2.1	no
ERR161046	lineage4.3.4.2.1	no
ERR161047	lineage4.4.1.1	no
ERR161048	NA	NA
ERR161049	lineage4.3.4.2.1;lineage2.2	yes
ERR161050	lineage4.3.4.2.1;lineage2.2.1	yes
ERR161051	lineage4.3.3	no
ERR161052	lineage4.9.1	no
ERR161053	lineage3	no
ERR161054	lineage4.1.2	no
ERR161055	lineage4.8	no
ERR161056	lineage4.3.4.2.1	no
ERR161057	lineage4.3.4.2.1	no
ERR161058	lineage4.1.2	no
ERR161059	lineage1.2.2.2	no
ERR161060	lineage4.3.4.2.1	no
ERR161061	lineage3	no
ERR161062	lineage3	no
ERR161063	lineage1.1.3.2	no
ERR161064	lineage3.1.1	no
ERR161065	lineage3.1.1	no
ERR161066	lineage4.9	no
ERR161067	lineage4.9	no
ERR161068	lineage4.3.4.1	no
ERR161069	lineage4.3.4.2.1	no
ERR161070	lineage4.3.4.2.1	no
ERR161071	lineage3;M.bovis	yes
ERR161072	lineage3	no
ERR161073	lineage4.3.4.2.1	no
ERR161074	lineage4.3.4.2.1	no
ERR161075	lineage4.3.4.2.1	no
ERR161076	lineage4.3.4.2.1	no
ERR161077	lineage4.1.1.3;lineage1.1.3.2	yes
ERR161078	lineage4.1.1.3;lineage1.1.3.2	yes
ERR161079	lineage3.1.1	no
ERR161080	lineage4.3.4.2.1	no
ERR161081	lineage4.3.4.2.1	no
ERR161082	lineage3.1.1	no
ERR161083	lineage3.1.1	no
ERR161084	lineage4.3.4.2.1;lineage3.1.1	yes
ERR161085	lineage1.2.2.2	no
ERR161086	lineage3.1.2	no
ERR161087	lineage1.1.3.2;lineage1.1.2	yes
ERR161088	lineage1.1.3.2	no
ERR161089	lineage1.1.3.2	no
ERR161090	lineage4.6.1.1	no
ERR161091	lineage4.3.4.2.1	no
ERR161092	lineage4.3.4.2.1	no
ERR161093	lineage4.9	no
ERR161094	lineage4.3.4.2.1	no
ERR161095	lineage4.1.2	no
ERR161096	lineage4.3.4.2.1	no
ERR161097	lineage4.3.4.2.1	no
ERR161098	lineage4.3.4.2.1	no
ERR161099	lineage4;lineage3.1.1	yes
ERR161100	lineage1.2.2.1	no
ERR161101	lineage4.3.4.2.1	no
ERR161102	lineage4.1.1.3	no
ERR161103	lineage4.3.4.2.1	no
ERR161104	lineage4.3.4.2.1	no
ERR161105	lineage4.3.4.2.1	no
ERR161106	lineage1.1.2	no
ERR161107	lineage3.1.1	no
ERR161108	lineage4.3.4.2.1	no
ERR161109	lineage4.1.2	no
ERR161110	lineage4.8	no
ERR161111	lineage4.1.1.3	no
ERR161112	lineage4.3.4.2.1	no
ERR161113	lineage4.8	no
ERR161114	lineage4.3.4.2.1	no
ERR161115	lineage4.3.4.2.1	no
ERR161116	lineage4.9	no
ERR161117	lineage4.9	no
ERR161118	lineage3	no
ERR161119	lineage4.3.4.2.1	no
ERR161120	lineage4.3.4.2.1	no
ERR161121	lineage1.2.2.1	no
ERR161122	lineage4.3;lineage1.2.2.1	yes
ERR161123	lineage4.3.4.2.1;lineage1.2.2.1	yes
ERR161124	lineage1.2.2.1	no
ERR161125	lineage4.3;lineage3	yes
ERR161126	lineage4.3.4.2.1	no
ERR161127	lineage4.3.4.2.1	no
ERR161128	lineage4.3.4.2.1	no
ERR161129	lineage1.1.3.2	no
ERR161130	lineage4.3.4.2.1	no
ERR161131	lineage1.2.2.2	no
ERR161132	lineage4.3.4.2.1	no
ERR161133	lineage1.1.2	no
ERR161134	lineage4.3.4.2.1	no
ERR161135	lineage4.3.4.2.1	no
ERR161136	lineage4.9	no
ERR161137	lineage4.3.4.2.1	no
ERR161138	lineage1.2.2.1	no
ERR161139	lineage4.3.4.1	no
ERR161140	lineage4.3.4.2.1	no
ERR161141	lineage4.3.4.1	no
ERR161142	lineage4.9	no
ERR161143	lineage4.3.4.2.1	no
ERR161144	lineage1.2.2.1	no
ERR161145	lineage3.1.1	no
ERR161146	lineage4.3.4.2.1	no
ERR161147	lineage4.3.4.2.1	no
ERR161148	lineage4.3.4.2.1	no
ERR161149	lineage4.3.4.2.1	no
ERR161150	lineage4.3.4.2.1	no
ERR161151	lineage4.3.4.2.1	no
ERR161152	lineage4.3.4.2.1	no
ERR161153	lineage4.3.4.2.1	no
ERR161154	lineage4.3.3	no
ERR161155	lineage4.3.4.2.1	no
ERR161156	lineage4.3.4.2.1	no
ERR161157	lineage4.3.4.2.1	no
ERR161158	lineage4.3.4.2.1	no
ERR161159	lineage4.8	no
ERR161160	lineage4.3.4.2.1	no
ERR161161	lineage1.1.3.2	no
ERR161162	lineage4.3.4.2.1	no
ERR161163	lineage4.3.4.2.1	no
ERR161164	lineage4.3.4.2.1	no
ERR161165	lineage4.3.4.2.1	no
ERR161166	lineage4.3.4.2.1	no
ERR161167	lineage3.1.1	no
ERR161168	lineage4.3.4.2.1	no
ERR161169	lineage3.1.1	no
ERR161170	lineage4.3.4.1	no
ERR161171	lineage4.9.1	no
ERR161172	lineage4.3.4.2.1	no
ERR161173	lineage4.3.4.2.1	no
ERR161174	lineage4.3.4.2.1	no
ERR161175	lineage4.3.4.2.1	no
ERR161176	lineage4.3.4.2	no
ERR161177	lineage4.1.1.3	no
ERR161178	lineage4.3.4.2.1	no
ERR161179	lineage4.1.1.3	no
ERR161180	lineage1.2.2.2	no
ERR161181	lineage1.1.3.2	no
ERR161182	lineage4.3.4.2.1	no
ERR161183	lineage4.3.4.2.1	no
ERR161184	lineage4.3.4.2.1	no
ERR161185	lineage4.3.4.2.1	no
ERR161186	lineage4.3.4.2.1	no
ERR161187	lineage4.3.4.2.1	no
ERR161188	lineage4.3.4.2.1	no
ERR161189	lineage4.3.4.2.1	no
ERR161190	lineage1.1.3.2	no
ERR161191	lineage4.3.4.2.1	no
ERR161192	lineage3.1.1	no
ERR161193	lineage4.3.4.2.1	no
ERR161194	lineage4.3.4.2.1;lineage2.2.1	yes
ERR161195	lineage4.3.4.1	no
ERR161196	lineage4.9.1	no
ERR161197	lineage4.3.4.2.1	no
ERR161198	lineage3.1.1	no
ERR161199	lineage3.1.1	no
ERR161200	lineage3.1.1	no
ERR161201	lineage1.1.3.2	no
ERR161202	lineage4.3.4.2.1	no
ERR161203	lineage4.3.4.2.1	no
ERR163928	lineage4.3.4.2.1	no
ERR163929	lineage4.3.2.1	no
ERR163930	lineage4.4.1.1	no
ERR163931	lineage4.1.1.3	no
ERR163932	lineage1.1.2	no
ERR163933	lineage4.3.4.2.1	no
ERR163934	lineage4.3.4.2.1	no
ERR163935	lineage1.1.3.2	no
ERR163936	lineage4.3.4.1	no
ERR163937	lineage4.1.2	no
ERR163938	lineage4.1.1.3	no
ERR163939	lineage3.1.1	no
ERR163940	lineage4.4.1.1	no
ERR163941	lineage4.3.4.2.1	no
ERR163942	lineage4.4.1.1	no
ERR163943	lineage4.3.4.2.1;lineage1.1.2	yes
ERR163944	lineage4.3.4.2.1	no
ERR163945	lineage3	no
ERR163946	lineage4.4.1.1	no
ERR163947	lineage1.2.2.2;lineage1.1.2	yes
ERR163948	NA	NA
ERR163949	lineage4.1.1.3	no
ERR163950	lineage4.3.4.2.1	no
ERR163951	lineage3.1.1	no
ERR163952	lineage1.1.3.2	no
ERR163953	lineage4.3.4.2.1	no
ERR163954	lineage1.1.2	no
ERR163955	lineage4.3.4.2.1	no
ERR163956	lineage4.3.4.2.1	no
ERR163957	lineage4.1.2.1	no
ERR163958	lineage4.3.4.2.1	no
ERR163959	lineage2.2.1	no
ERR163960	lineage4.3.3	no
ERR163961	lineage3	no
ERR163962	lineage1.2.2.2	no
ERR163963	lineage1.2.2.1	no
ERR163964	lineage4.3.4.2.1	no
ERR163965	lineage4.3.4.2.1	no
ERR163966	lineage3.1.1	no
ERR163967	lineage4.3.4.2.1	no
ERR163968	lineage4.3.4.2.1	no
ERR163969	lineage4.8	no
ERR163970	lineage4.6.1.2	no
ERR163971	lineage4.3.3	no
ERR163972	lineage1.1.3.2	no
ERR163973	lineage3.1.1	no
ERR163974	lineage3.1.1	no
ERR163975	lineage4.3.4.2.1	no
ERR163976	lineage3	no
ERR163977	lineage4.6.1.2	no
ERR163978	lineage3.1.1	no
ERR163979	lineage4.6.1.1	no
ERR163980	lineage1.1.2	no
ERR163981	lineage4.3.4.2.1	no
ERR163982	lineage1.1.3.2	no
ERR163983	lineage4.3.4.2.1	no
ERR163984	lineage4.3.4.2.1	no
ERR163985	lineage4.3.4.2.1	no
ERR163986	lineage4.1.2	no
ERR163987	lineage4.3.4.2.1	no
ERR163988	lineage4.1.2	no
ERR163989	lineage4.3.4.2.1	no
ERR163990	lineage2.2.1	no
ERR163991	lineage4.9	no
ERR163992	lineage4.3.4.1	no
ERR163993	lineage4.7	no
ERR163994	lineage1.1.3.2	no
ERR163995	lineage4.3.3	no
ERR163996	lineage4.1.2	no
ERR163997	lineage4.3.4.2.1	no
ERR163998	lineage4.3.4.2.1	no
ERR163999	lineage4.3.4.2.1	no
ERR164000	lineage1.1.3.2	no
ERR164001	lineage4.3.4.2.1	no
ERR164002	lineage1.1.2	no
ERR164003	lineage4.3.4.2.1	no
ERR164004	NA	NA
ERR164005	lineage1.1.3.2	no
ERR164006	lineage4.6.1.2	no
ERR164007	lineage4.9.1	no
ERR164008	lineage4.3.4.2.1	no
ERR164009	lineage4.3.4.1	no
ERR164010	lineage4.3.4.2.1	no
ERR164011	lineage3.1.1	no
ERR164012	lineage4.4.1.1	no
ERR164013	lineage4.4.1.2	no
ERR164014	lineage4.3.3	no
ERR164015	lineage4.3.4.1	no
ERR164016	lineage4.3.4.2.1	no
ERR164017	lineage4.3.4.2.1	no
ERR164018	lineage4.3.4.2.1	no
ERR164019	lineage1.1.2	no
ERR164020	lineage4.3.4.2.1	no
ERR164021	lineage4.3.4.2.1;lineage1.2.2.2	yes
ERR164022	lineage4.3.4.2.1	no
ERR164023	lineage4.3.4.2.1	no
ERR1750873	lineage4.8	no
ERR1750874	lineage4.8	no
ERR1750875	lineage4.3.4.2;lineage4.3.3	yes
ERR1750876	lineage4.3.3	no
ERR1750877	lineage4.3.4.2.1	no
ERR1750878	lineage4.3.4.2.1	no
ERR1750879	lineage4.3.4.2.1	no
ERR1750880	lineage4.4.1.1.1	no
ERR1750881	lineage4.1.1.3	no
ERR1750882	lineage4.1.1.3	no
ERR1750883	lineage3	no
ERR1750884	lineage3	no
ERR1750885	lineage2.2.1	no
ERR1750886	lineage2.2.1	no
ERR1750887	lineage4.8	no
ERR1750888	lineage4.8	no
ERR1750889	lineage4.4.1.1	no
ERR1750890	lineage2.2.1	no
ERR1750891	lineage3	no
ERR1750892	lineage3	no
ERR1750893	lineage4.9.1	no
ERR1750894	lineage4.9.1	no
ERR1750895	lineage2.2.1	no
ERR1750896	lineage2.2.1	no
ERR1750897	lineage4.1.1.3	no
ERR1750898	lineage4.1.1.3	no
ERR1750899	lineage4.1.1.3	no
ERR1750900	lineage4.1.1.3	no
ERR1750901	lineage4.7	no
ERR1750902	lineage2.2.1	no
ERR1750903	lineage4.9.1	no
ERR1750904	lineage4.9.1	no
ERR1750905	lineage4.3.3	no
ERR1750906	lineage4.3.3	no
ERR1750907	lineage4.1.1.3	no
ERR1750908	lineage4.1.1.3	no
ERR1750909	lineage4.1.1.2	no
ERR1750910	lineage4.1.1.2	no
ERR1750911	lineage2.2.1	no
ERR1750912	lineage2.2.1	no
ERR1750913	lineage4.1.1.3	no
ERR1750914	lineage4.1.1.3	no
ERR1750915	lineage2.2.1.1	no
ERR1750916	lineage2.2.1.1	no
ERR1750917	lineage2.2.1	no
ERR1750918	lineage2.2.1	no
ERR1750919	lineage4.4.1.1	no
ERR1750920	lineage4.4.1.1	no
ERR1750921	lineage4.1.1.3	no
ERR1750922	lineage4.1.1.3	no
ERR1750923	lineage4.8	no
ERR1750924	lineage4.8	no
ERR1750925	lineage4.3.2.1	no
ERR1750926	lineage4.3.2.1	no
ERR1750927	lineage4.3.2.1	no
ERR1750928	lineage4.3.2.1	no
ERR1750929	lineage4.1.1.3	no
ERR1750930	lineage4.1.1.3	no
ERR1750931	lineage4.1.2.1	no
ERR1750932	lineage4.1.2.1	no
ERR1750933	lineage2.2.1	no
ERR1750934	lineage2.2.1	no
ERR1750935	lineage4.1.1.3	no
ERR1750936	lineage4.1.1.3	no
ERR1750937	lineage4.4.1.1	no
ERR1750938	lineage4.4.1.1	no
ERR1750939	lineage2.2.1.1	no
ERR1750940	lineage2.2.1.1	no
ERR1750941	lineage4.8;lineage4.1.2.1	yes
ERR1750942	lineage4.8	no
ERR1750943	lineage4.1.2	no
ERR1750944	lineage4.1.2	no
ERR176446	lineage4;lineage1.2.2.2	yes
ERR176447	lineage4.3.2.1	no
ERR176448	lineage4.3.3	no
ERR176449	lineage4.8	no
ERR176450	lineage4.1.1.3	no
ERR176451	lineage4.3.4.2.1	no
ERR176452	lineage4.3.4.2.1	no
ERR176453	lineage1.2.2.1	no
ERR176454	lineage4.4.1.1	no
ERR176455	lineage3.1.1	no
ERR176456	lineage1.1.3.2	no
ERR176457	lineage4.8	no
ERR176458	lineage4.3.4.1;lineage4.3.3	yes
ERR176459	lineage4.3.4.2.1	no
ERR176460	lineage4.3.4.2.1	no
ERR176461	lineage4.3.4.2.1	no
ERR176462	lineage4.3.4.2.1	no
ERR176463	lineage4.3.4.2.1	no
ERR176464	lineage3.1.1	no
ERR176465	lineage4.3.4.1	no
ERR176466	lineage3.1.1	no
ERR176467	lineage4.3.4.2.1	no
ERR176468	lineage4.3.4.2.1	no
ERR176469	lineage4.3.4.2.1	no
ERR176470	lineage4.3.4.1	no
ERR176471	lineage3.1.1	no
ERR176472	lineage4.3.4.2.1	no
ERR176473	lineage4.3.4.2.1	no
ERR176474	lineage4.3.4.2.1	no
ERR176475	lineage4.3.4.2.1	no
ERR176476	lineage1.2.2.1	no
ERR176477	lineage4.3.4.2.1	no
ERR176478	lineage4.3.4.2.1	no
ERR176479	lineage3.1.1	no
ERR176480	lineage4.3.4.2.1	no
ERR176481	lineage3.1.1	no
ERR176482	lineage4.3.4.2.1	no
ERR176483	lineage1.1.3.2	no
ERR176484	lineage4.4.1.2	no
ERR176485	lineage1.1.2	no
ERR176486	lineage4.3.4.1	no
ERR176487	lineage4.3.3	no
ERR176488	lineage4.7	no
ERR176489	lineage4.3.4.2.1	no
ERR176490	lineage1.1.3.2	no
ERR176491	lineage1.1.3.2	no
ERR176492	lineage4.3.4.1	no
ERR176493	lineage4.3.4.1	no
ERR176494	lineage4.3.4.2.1	no
ERR176495	lineage4.3.4.2.1	no
ERR176496	lineage4.3.4.2.1	no
ERR176497	lineage3.1.1	no
ERR176498	lineage3	no
ERR176499	lineage4.3.4.2.1	no
ERR176500	lineage4.3.4.2.1	no
ERR176501	lineage4.3.4.2.1	no
ERR176502	lineage4.3.4.2.1	no
ERR176503	lineage4.3.4.2.1	no
ERR176504	lineage3.1.1	no
ERR176505	lineage4.3.4.2.1	no
ERR176506	lineage4.3.4.2.1	no
ERR176507	lineage4.3.4.2.1	no
ERR176508	lineage4.3.4.2.1	no
